StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Facilidad,Dificultad,Dificultad_1_TEXT,InfoUtil_1,PostuBene,Recomendar_NPS_GROUP,Recomendar,SelectMode.PP,SelectMode.under50,Comp1.PP,Comp2.PP,Comp3.PP,Comp4.PP,Comp5.PP,Comp6.PP,Comp7.PP,Curiosity_1,Confidence_1,Intro,Q18500,Q18500-repeat,Q15000,Q13500,Q12700,Q12400,Q13100,Q14300,Q14700,Q13900,Q16700,Q15900,Q15500,Q16300,Q17600,Q17100,Q18000,Q22200,Q24200,Q23200,Q23700,Q22700,Q25200,Q25800,Q24700,Q20300,Q19400,Q18900,Q19800,Q21200,Q20700,Q21700,MathChild,Confused,QMath1,QMath2,QMath3,LotteryRisk,Risk_Tende_1,Comentario_final,SC0,survey,show-up,age,UID,uemail,esfuerzo,total_reward,perfil,website,genero,name1,name2,name3,name4,Pn1,pn1,name5,name6,name7,name8,verb1,verb2,verb3,noun1,dueño,contratado,un,herido,tetra,lo,solo,ciego,mismo,declarado,el,hn1,dueña,contratada,una,herida,la,sola,ciega,misma,declarada,ella
2022-08-01 08:37:37,2022-08-01 08:54:10,IP Address,179.60.75.186,100,992,True,2022-08-01 08:54:10,R_2BaQ1s9uzk7oB8y,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,No,$630.000,10,10,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Más o menos igual al promedio,De acuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,8,"Me gustó mucho y de más me informe un poco más ",6,OE_USACH_NN,3500,61,2440-2-3-61-0,2440,2500,9000,0,3,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-08-01 08:37:18,2022-08-01 08:56:57,IP Address,45.232.95.211,100,1178,True,2022-08-01 08:56:57,R_3pmbUQwxUXGqIMs,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,No,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,9,,Hoy,,,,,,,,,,,,,,,,,Dentro de 12 meses,,,,,,,,Dentro de 12 meses,Dentro de 12 meses,Dentro de 12 meses,,,,,Mucho mejor que el promedio,En desacuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,4,Fue una experiencia de conocimientos básicos de las pensiones,7,OE_USACH_NN,3500,61,7535-1-1-61-0,7535,3000,9500,0,1,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-08-01 08:56:52,2022-08-01 09:05:34,IP Address,201.223.188.154,100,521,True,2022-08-01 09:05:34,R_VIiqMNB2XGbDEEV,,,,,-33.0447,-71.5984,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$630.000,10,10,,Hoy,,,,,,,,,,,,,,,,,Hoy,Dentro de 12 meses,Dentro de 12 meses,,Hoy,,,,,,,,,,,Más o menos igual al promedio,De acuerdo,Más de $125.000.000,Entre 20 y 30 años,10,50% probabilidades de ganar $1.440 y 50% probabilidades de ganar $360,10,"Me encantó y entonces también sirve de ayuda memoria ",7,OE_USACH_NN,3500,59,2741-2-2-59-0,2741,3000,9500,0,2,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-08-01 09:01:59,2022-08-01 09:11:09,IP Address,181.43.197.225,100,550,True,2022-08-01 09:11:10,R_2tG2567CXRl3Ab4,,,,,-33.4513,-70.6653,anonymous,ES-ES,4,No,,9,Sí,Promotor,9,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,No sabe,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,Sí,$1.000.000,9,10,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Mejor que el promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,8,siempre son entretenidas y me gusta contestar todo,6,OE_USACH_NN,3500,57,8429-2-1-57-0,8429,2500,9000,0,1,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-08-01 09:22:37,2022-08-01 09:31:41,IP Address,190.151.1.26,100,543,True,2022-08-01 09:31:42,R_2PcZlgStjuXDNtv,,,,,-33.4513,-70.6653,anonymous,ES-ES,4,No,,6,Sí,Pasivo,7,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,No sabe,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,No,$630.000,6,9,,Hoy,,,,,,,,,,,,,,,,,Hoy,Dentro de 12 meses,Hoy,Hoy,,,,,,,,,,,,Mucho mejor que el promedio,De acuerdo,Más de $125.000.000,Entre 20 y 30 años,5000,50% probabilidades de ganar $1.080 y 50% probabilidades de ganar $540,7,AGRADABLE,6,OE_USACH_NN,3500,60,2092-2-8-60-0,2092,2000,8500,0,8,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-08-01 09:33:27,2022-08-01 09:46:15,IP Address,186.78.11.65,100,768,True,2022-08-01 09:46:15,R_e3EPLd1im0iW5aN,,,,,-33.0447,-71.5984,anonymous,ES-ES,4,Sí. ¿Cuál?,lento,10,Sí,Promotor,9,,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,Sí,$1.000.000,10,8,,Dentro de 12 meses,,Hoy,,,,,,,,Hoy,,,,No sabe / No responde,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,8,curiosa.,5,OE_USACH_NN,3500,,,,2000,8500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-01 09:53:17,2022-08-01 10:01:43,IP Address,186.189.86.182,100,505,True,2022-08-01 10:01:44,R_3ozoaaVJQ0qiiUl,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,No,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,8,,Dentro de 12 meses,,Hoy,,,,,,,,Hoy,,,,Hoy,,Dentro de 12 meses,,,,,,,,,,,,,,,,Más o menos igual al promedio,De acuerdo,Más de $125.000.000,Entre 30 y 40 años,10000,50% probabilidades de ganar $1.440 y 50% probabilidades de ganar $360,9,"Me gustó mucho,le hace pensar en preguntas poco habituales, gracias.",7,OE_USACH_NN,3500,57,900-2-2-57-0,900,3000,9500,0,2,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-08-01 10:14:11,2022-08-01 10:24:20,IP Address,186.11.61.101,100,609,True,2022-08-01 10:24:21,R_2fCCtxazdfhOldf,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,9,Sí,Pasivo,8,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,10,,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Dentro de 12 meses,,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Nunca se terminaría de pagar el crédito,10000,100% probabilidades de ganar $720,6,"ME ENCANTO, ME AYUDA A CONOCER MI REALIDAD EN UN CORTO PLAZO, ASUMIENDO QUE LAS PENSIONES SON MUY BAJAS. PERO CREO QUE NO SEDEBE PROMEDIAR LA EDAD DE VIDA HASTA LOS 110 AÑOS COMO AHORA, PUES LA GENTE SE MUERE MUCHO ANTES CON EL ESTRES Y LAS DEUDAS.",8,OE_USACH_NN,3500,60,3665-2-8-60-0,3665,3000,9500,0,8,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-08-01 10:49:34,2022-08-01 11:02:32,IP Address,191.125.177.127,100,777,True,2022-08-01 11:02:32,R_0ozVXl9eQuy6nwR,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,10,No,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,Sí,$1.000.000,10,10,,Dentro de 12 meses,,Hoy,,,,,,,,Hoy,,,,Dentro de 12 meses,Dentro de 12 meses,,,,,,,,,,,,,,,,,Peor que al promedio,Totalmente en desacuerdo,Más de $125.000.000,Entre 20 y 30 años,5000,50% probabilidades de ganar $1.440 y 50% probabilidades de ganar $360,10,Simpática la encuesta,7,OE_USACH_NN,3500,59,9044-1-3-59-0,9044,2500,9000,0,3,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-08-01 11:40:35,2022-08-01 11:52:38,IP Address,163.247.63.42,100,723,True,2022-08-01 11:52:38,R_1d5MfKexlKutkSx,,,,,-33.4513,-70.6653,anonymous,ES-ES,4,No,,7,Sí,Pasivo,7,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,No sabe,Ambos: con impuestos y ahorros previsionales,No sabe,No sabe,$1.000.000,7,6,,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Dentro de 12 meses,,Hoy,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,Totalmente de acuerdo,Entre $120.000.000 y $125.000.000,Nunca se terminaría de pagar el crédito,10000,50% probabilidades de ganar $2.160 y 50% probabilidades de ganar $0,7,"Una encuesta rápida, informada pero el tema de los textos y los cálculos es como estar rindiendo la PAA, PSU o PAES después de 30 años. Saludos y gracias",4,OE_USACH_NN,3500,55,4876-1-8-55-0,4876,1500,8000,0,8,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-08-01 12:46:58,2022-08-01 13:00:01,IP Address,190.46.41.92,100,783,True,2022-08-01 13:00:02,R_574cYSn5W2VYY4F,,,,,-33.0081,-71.5197,anonymous,ES-ES,4,No,,5,Sí,Pasivo,8,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,8,,Dentro de 12 meses,,Dentro de 12 meses,Dentro de 12 meses,Hoy,,Hoy,,,,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,De acuerdo,Más de $125.000.000,Nunca se terminaría de pagar el crédito,10000,100% probabilidades de ganar $720,3,"Lo encontré muy didáctico, me gusto",8,OE_USACH_NN,3500,60,6665-1-2-60-0,6665,3000,9500,0,2,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-08-01 12:55:26,2022-08-01 13:11:23,IP Address,200.86.105.137,100,956,True,2022-08-01 13:11:23,R_3hbgyS6lLpWsqaR,,,,,-37.0167,-73.1333,anonymous,ES-ES,Muy fácil  5,No,,9,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,9,,Dentro de 12 meses,,Dentro de 12 meses,Dentro de 12 meses,Hoy,,Hoy,,,,,,,,,,,,,,,,,,,,,,,,,,Mejor que el promedio,Ni de acuerdo ni en desacuerdo,Entre $120.000.000 y $125.000.000,Nunca se terminaría de pagar el crédito,10000,100% probabilidades de ganar $720,8,"me pareció interesante, y pude aprender algo del tema de pensiones, muy bueno.",7,OE_USACH_NN,3500,51,1354-2-2-51-0,1354,3000,9500,0,2,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-08-01 13:07:30,2022-08-01 13:18:00,IP Address,186.11.27.37,100,630,True,2022-08-01 13:18:00,R_2Qxod4fQ1UeYYPS,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,"Contactar a alguien para que lo/la asesore ",Sí,A través del Estado con los impuestos,Por encontrarse dentro del 50% de menores ingresos,Sí,$1.000.000,10,8,,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Hoy,Hoy,,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,De acuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar $2.160 y 50% probabilidades de ganar $0,10,"Me pareció muy interesante está encuesta. ",5,OE_USACH_NN,3500,52,3661-1-1-52-0,3661,2000,8500,0,1,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-08-01 14:15:34,2022-08-01 14:24:29,IP Address,186.11.84.87,100,535,True,2022-08-01 14:24:30,R_bscmu7fmFutGBgd,,,,,-33.4513,-70.6653,anonymous,ES-ES,4,No,,3,Sí,Detractor,5,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,Sí,$630.000,10,5,,Hoy,,,,,,,,,,,,,,,,,Dentro de 12 meses,,,,,,,,Dentro de 12 meses,Hoy,,Dentro de 12 meses,,,,Mucho mejor que el promedio,En desacuerdo,Más de $125.000.000,Menos de 20 años,10000,100% probabilidades de ganar $720,4,Facil,5,OE_USACH_NN,3500,55,4579-2-8-55-0,4579,2000,8500,0,8,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-08-01 14:36:35,2022-08-01 14:47:22,IP Address,190.22.30.171,100,646,True,2022-08-01 14:47:23,R_4MFuAisbJzzggdb,,,,,-33.3481,-70.5198,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,No sabe,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,8,10,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Más o menos igual al promedio,De acuerdo,Más de $125.000.000,Nunca se terminaría de pagar el crédito,10000,100% probabilidades de ganar $720,5,"las preguntas de los porcentajes, complejas
el resto ningún problema",8,OE_USACH_NN,3500,68,5514-2-1-68-0,5514,3000,9500,0,1,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-08-01 17:26:50,2022-08-01 17:35:07,IP Address,45.4.0.245,100,496,True,2022-08-01 17:35:08,R_1IEr5UUbTFRtEmy,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,9,Sí,Promotor,9,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,No sabe,10,10,,Dentro de 12 meses,,Hoy,,,,,,,,Dentro de 12 meses,Hoy,,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,Mejor que el promedio,En desacuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar $1.440 y 50% probabilidades de ganar $360,3,Muy entretenida la encuesta,7,OE_USACH_NN,3500,52,8217-2-8-52-0,8217,3000,9500,0,8,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-08-01 19:10:42,2022-08-01 19:19:57,IP Address,186.11.118.112,100,554,True,2022-08-01 19:19:58,R_Bs8JN3Qynih2IGB,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,10,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Mejor que el promedio,Totalmente de acuerdo,No sabe / No contesta,Nunca se terminaría de pagar el crédito,10000,100% probabilidades de ganar $720,10,"Interesante, pero de objetivo difuso. ",8,OE_USACH_NN,3500,64,9680-1-8-64-0,9680,3500,10000,0,8,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-08-02 00:35:21,2022-08-02 00:45:55,IP Address,186.10.185.109,100,633,True,2022-08-02 00:45:55,R_1cY457lUYxGQLTI,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,Sí. ¿Cuál?,Ninguna,8,Sí,Promotor,9,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,No,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,No sabe,10,10,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Dentro de 12 meses,,Hoy,,,,,,,,Más o menos igual al promedio,Ni de acuerdo ni en desacuerdo,Entre $120.000.000 y $125.000.000,Nunca se terminaría de pagar el crédito,210000,50% probabilidades de ganar $1.440 y 50% probabilidades de ganar $360,8,De facil comprension y muy bien hecha,6,OE_USACH_NN,3500,63,5100-2-1-63-0,5100,2500,9000,0,1,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-08-02 08:26:22,2022-08-02 08:43:13,IP Address,186.173.213.83,100,1010,True,2022-08-02 08:43:14,R_TcnGzdJs6BjwMvL,,,,,-33.4513,-70.6653,anonymous,ES-ES,4,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,10,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Más o menos igual al promedio,De acuerdo,Entre $120.000.000 y $125.000.000,Menos de 20 años,10000,50% probabilidades de ganar $1.440 y 50% probabilidades de ganar $360,7,Bueno por que me dejaron claras cuando tenga que jubikarme,7,OE_USACH_NN,3500,62,9675-2-3-62-0,9675,3500,10000,0,3,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-08-02 08:55:41,2022-08-02 09:03:25,IP Address,201.241.0.199,100,463,True,2022-08-02 09:03:26,R_3QGnJ1bO7ebOOIe,,,,,-33.4513,-70.6653,anonymous,ES-ES,3,No,,5,Sí,Detractor,5,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,8,,Dentro de 12 meses,,Hoy,,,,,,,,Dentro de 12 meses,Hoy,,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,Mejor que el promedio,De acuerdo,Más de $125.000.000,Entre 20 y 30 años,5000,100% probabilidades de ganar $720,4,no entiendo lo de hacer cálculos matemáticos. ¿es para saber si todavía funciono?,9,OE_USACH_NN,3500,72,8909-2-2-72-0,8909,3500,10000,0,2,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-08-02 10:43:35,2022-08-02 10:50:51,IP Address,186.11.81.105,100,435,True,2022-08-02 10:50:51,R_wRHooehrP3qsJG1,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,7,No,Promotor,10,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por haber vivido los últimos 25 años en Chile,Sí,$200.000,10,7,,Hoy,,,,,,,,,,,,,,,,,Dentro de 12 meses,,,,,,,,Hoy,,,,Hoy,,Hoy,Más o menos igual al promedio,Totalmente de acuerdo,Entre $120.000.000 y $125.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,10,Muy buena,3,OE_USACH_NN,3500,52,3452-2-8-52-0,3452,1500,8000,0,8,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-08-02 11:16:32,2022-08-02 11:24:48,IP Address,168.196.203.228,100,495,True,2022-08-02 11:24:48,R_1MTl5g2Nyqzk3Ja,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,8,Sí,Promotor,9,Pensión Garantizada Universal,,A partir de los 65 años,No sabe,No sabe,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 50% de menores ingresos,No sabe,No sabe,10,6,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Dentro de 12 meses,,Dentro de 12 meses,,,,,,,,Más o menos igual al promedio,De acuerdo,Más de $125.000.000,Entre 30 y 40 años,10000,50% probabilidades de ganar $2.160 y 50% probabilidades de ganar $0,7,"Relativamente fácil, amigable, incluso entretenido.",2,OE_USACH_NN,3500,61,2103-1-8-61-0,2103,500,7000,0,8,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-08-02 12:52:53,2022-08-02 13:04:10,IP Address,190.22.152.242,100,676,True,2022-08-02 13:04:11,R_3IW8VFL6h8Hdbgj,,,,,-33.4513,-70.6653,anonymous,ES-ES,4,No,,8,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,Con sus ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,8,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Mejor que el promedio,Ni de acuerdo ni en desacuerdo,Entre $120.000.000 y $125.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,10,Excelente.,6,OE_USACH_NN,3500,63,837-1-2-63-0,837,3000,9500,0,2,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-08-02 13:00:59,2022-08-02 13:06:53,IP Address,163.247.58.108,100,353,True,2022-08-02 13:06:53,R_1gLr20oRWxjoVwT,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,8,Sí,Promotor,9,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,6,,Dentro de 12 meses,,Dentro de 12 meses,Dentro de 12 meses,Dentro de 12 meses,Hoy,,,,,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,Totalmente en desacuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar $1.440 y 50% probabilidades de ganar $360,6,me enseño cosas que no sabia y pensar en que hare cuando jubile,7,OE_USACH_NN,3500,52,1156-2-2-52-0,1156,3000,9500,0,2,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
